text,label
"['요즘', '차', '좋다', '4년', '타다', '엔진오일', '만', '몇번', '교환', '하고', '뒷범퍼', '추돌', '하다', '교환', '밖에', '없다', '타이어', '교환', '하다', '되다', '하다']",0
"['아', '병신', '새끼', '씨발', 'ㅋㅋ']",1
"['인직', '너무', '귀엽다']",0
"['현지', '해설', '풀', '하이라이트', '부탁', '하다']",0
"['헨리', '편', '노잼', '황재균', '편', '꿀잼']",0
"['윤은혜', '는', '어쩌', '고', '나쁘다', '꺄']",1
"['765', '865원', '가가', '57달러', '밖에', '하다', '그게', '아깝다']",0
"['고', '럼', '고', '럼', '당연하다']",0
"['차다', '수해', '서', '제대로', '사과', '하다', '왜', '자꾸', '그렇다']",0
"['하다', '글', '올리다', '노잼']",1
"['그냥', '병신', '프로그램']",1
"['여', '자살', '인', '범', '은', '거의', '비슷하다', '있다', '수면', '유도', '제', '아니다', '수면제', '농약', '청산가리', '독극물', '주로', '사용', '되다', '우리나라', '최초', '사이코', '페스', '점수', '만점', '을', '기록', '을', '기록', '엄인숙', '이라는', '사형수', '있다', '정말', '잔인함', '우선', '무척', '밉다', '하다', '순진하다', '생기다', '함', '그걸', '이용', '하다', '남자에게', '접근', '수면제', '를', '먹이', '고', '잠', '들다', '바늘', '로', '눈', '을', '찌르다', '장님', '을', '만들다', '함', '그다음', '일부러', '자빠뜨리다', '뇌진탕', '을', '만들다', '식물인간', '상태', '되다', '뜨겁다', '기름', '을', '얼굴', '에', '부다', '함', '식', '으로', '상해', '보험', '이니', '사망', '보험금', '이니', '타', '먹다', '자기', '엄마', '까지', '눈', '을', '바늘', '로', '찌르다', '장님', '을', '만들다', '보험금', '을', '타', '먹다', '희다', '대의', '싸이코', '페스', '이다']",1
"['아', 'ㅅㅂ', '음주운전', '쓰다', 'ㄹㅔ', '기', '걍', '뒤지다']",1
"['ㅂㄷㅂㄷ', '대지', '말고']",1
"['마', '옛날', '사진', '으로', '사다', '말고', '저', '시절', '로', '돌아가다', '장가', '가야']",0
"['아', 'ㅠㅠ', '오빠', '너무', '잘생기다', 'ㅠㅠ', '오빠', '에', '롤', '시작', '하다', '등급', '아이언', '4', '나오다', '접다']",0
"['이제', '이상민', '빚쟁이', '캐릭터', '도', '끝나다', '알다', '이제', '블쌍한척', '그만하다', '솔', '끄다', '저', '시', '키', '빚쟁이', '에게', '좋다', '팁', '알다', '주다', '탁재훈', '은', '걍', '꼬시면', '서', '고', '김수미', '는', '왜케', '많이', '나오다', '무슨', '욕', '쟁이', '할망구', '컨셉', '이냐']",1
"['조민기', '남다', '녀', '차다', '교육', '린정', '하다']",1
"['에', '남자', '피해', '보다']",1
"['난', '니', '얼굴', '보다', 'ㅈ', '싸다', '라', '들다', 'ㅡㅡ']",1
"['자꾸', '말아먹다', '왜', '나오다', '쟤', '키우다', '돈', '으로', '같다', '신인', '그룹', '만들다', '이기', '야']",1
"['게이', '야', '친구', '순경', '많다', '순경', '의', '미래', '는', '으떻노', 'ㅅㅌㅊ', '노']",1
"['본인', '있다', '나오다', '거', '겠다', 'ㅎ', '뜨겁다', '인데', 'ㅎ']",0
"['어제', '넘웃겻어', '여', 'ㅋㅋ', '특히', '도전골든벨', 'ㅋㅋㅋ', '코요테', '영원하다']",0
"['1', '상', '으로', '기사', '나오다', '첨', '봄', 'ㅋㅋ']",0
"['진영', '형님', '은', '곡', '의', '술사', '행닝', '을', '이기', '고', '오다', '좋다', '마음', '이다', '행', '님']",0
"['저런', '식', '의', '여론', '조성은', '결국', '남자', '피해', '로', '돌아오다', '나중', '에', '가보다', '진짜', '후회', '다', '여가부', '시발', '은', '철', '지난', '성교육', '으로', 'ㅈㄴ', '남자', '은', '이상성욕', '자', '니', '니', '성욕', '을', '해소', '하다', '모든', '방법', '은', '다', '불법', '이고', '음성', '이다', '라고', '하다', '마당', '에', '뭐', '해결', '되다', 'ㅋㅋ', '야동', '사이트', '도', '다', '막다', '나라', '다', '보다', '병신', '같다', '을', '윗', '대가리', '은', '하다']",1
"['관람객', '의', '90', '프로', '이상', '이해', '못', '하다', '영화', '를', '감독', '탓', '아니다', '관람객', '탓', '으로', '돌리다', '안타깝다']",0
"['순간', '베르통언인줄그', '아직도', '머릿속', '에', '있다', '그리다', '슈퍼', '얀']",0
"['개최', '국', '은', '자동', '진출']",1
"['혐짤', '표시', '해', '라', 'ㅅㅂ', '기분', '더럽다']",1
"['거', '아직도', '하다']",0
"['정준영', '나이', '많다', '너', '싫다', '하다', '무슨', '헛소리', '냐']",1
"['와중', '타짜', '는', '일본', '감', 'ㅋㅋ', '정신', '빠지다', '녀', 'ㄴ']",1
"['성형', '하다', '부터', '뭐', '싶다', '은근', '자존감', '낮', '봄', '근', '10년', '간', '세계', '를', '재패', '빙상', '여왕', '이라', '외모', '따위', '라고', '해도', '수긍', '1000만', '하다', '판국', '인데', '성형', '하고', '남친', '강남']",1
"['응', '너', '똥차', '꺼지다']",1
"['역시', '한국인', '은', '남', '되다', '꼴', '을', '못', '보다']",1
"['얼굴', '왜', '저렇다']",1
"['맨날', '못', '생기다', '더럽다', '늙다', '기안', '이시언', '같다', '한남', '퇘', '들다', '나오다', '깨끗하다', '깔끔하다', '풋풋하다', '남자', '아이돌', '황민', '현', '나오다', '화면', '달라지다', '보다', '그냥', '보다', '자체', '재밌다', 'ㅋㅋ', '역시', '남자', '는', '잘생기다', '어리다', '능력', '있다', '보다', '야하다']",1
"['저걸', '보고', '사과', '를', '떠올리다', '뇌', '어딘가', '에', '인식', '장애', '있다', '아니다']",0
"['진짜', '이렇게', '애가', '고도', '축복', '못', '받다', '힘들다']",0
"['하여튼', '전라도', '놈', '은', '뒷', '배', '좋다', 'ㅉㅉ']",1
"['사인', '은', '재앙', '이지', '뭐']",1
"['저런', '새끼', '는', '그냥', '무인도', '에', '조두순', '이랑', '둘', '게', '해', '라']",1
"['터미널', '에서', '옆', '에', '버스', '후진', '넣다', '출발', '하다', '타다', '버스', '으로', '가다', '줄']",0
"['좌좀', '정서', '만', '없다']",1
"['김일성', '중국말', '러시아', '을', '하다', '조선족', '짱깨', '라', '메', '그거', '보고', '충격', '먹음', '시발', '중국', '이랑', '싸우다', '있다', '거', '자']",1
"['노무현', '실루엣', '이면', '뭐', '어쩌라구', '놈', '현이', '신', '이냐', '아주', '어거지', '네']",1
"['계집', '이란', '어차피', '사내', '의', '손', '을', '타다', '되다', '사내', '로', '태어나다', '계집', '질도', '하다', '계집', '한두', '에', '대한민국', '영화계', '거물', '사라지다']",1
"['이쯤', '되다', '3년', '이나', '버티다', '안재현', '대단하다', '들다']",0
"['쓰레기', '는', '쓰레기', '취급', '을', '당하다']",1
"['앞머리', '있다', '예쁘다']",0
"['진영', '아', '원더걸스', '재결합', '가다']",0
"['재혼', '한지', '는', '12', '째다', '임신', '은', '32', '째', '면', '하여간', '에']",1
"['찜', '니', '넘다', '조아']",0
"['대가리', '를', '밟다', '보다', '정신', '들다', '유형']",1
"['처음', '엔', '신동욱', '욕햇', '늘다', '해보다', '주변', '에', '할아버지', '같다', '분', '계시다', 'ㅜㅠ', '무섭다']",0
"['어휴', '저', '쓰레기', '젤', '을', '빨다', '넘다', '고추', '썪는다']",1
"['둘', '사귀다']",0
"['요즘', '신종', '사기', '거임틀', '딱', '들이다', '40', '대다', '아', '줌', '매미', '에게', '결혼', '면', '10억', '대', '아파트', '명의', '주다', '꼬심알고보', '면', '빚', '10억', '이상임근데', '좋다', '결혼', '하다', '틀니', '노후', '뒤치닥', '거리', '함', '물론', '틀니', '뒤지다', '이자', '못내', '서', '나앉다', '노후', '대책', 'ㅆㅅㅌㅊ']",1
"['아무리', '이찬원', '1등', '이라고', '난리치다', '안되다', '왜', '대한민국', '에', '찬', '처럼', '부르다', '가수', '는', '많다', '하지만', '임영웅', '이나', '안성훈', '처럼', '부르다', '가수', '는', '없다', '그게', '팩트', '니까']",0
"['대단하다', '일억오천', '헉', '김호중', '씨', '좋다', '저런', '팬', '있다', '수해', '입다', '분들', '빨리', '복구', '하다', '하다', '이렇다', '분', '있다', '다행', '이네', '요']",0
"['기자', '제목', '달다', '꼬', '라', '지도', '극혐', '어휴', '네']",1
"['전라남도', '화순']",0
"['신천지', '인', '가보다', 'ㅉㅉ']",0
"['어렵다', '진짜', '어렵다']",0
"['얼굴', '궁금햄']",0
"['저', '의자', '구도', '존나', '의심', '되다', 'ㅋ', '글', '고', '바닥', '에', '고정', '도', '아니다', '네', '대가리', '있다', '저딴', '걸', '설치', '할리']",1
"['빨갛다', '새끼', '다', '묻다', '버리다']",1
"['애둘', '다둥맘', '인가요', '제', '다섯째', '임신', '인데', '요', '둘', '을', '다', '둥맘', '이라', '하니', 'ㅋㅋ', '걍', '웃음', 'ㅋㅋ']",0
"['오다', '이쁘다', 'ㅌ']",0
"['1', '절', '만해', '라', '짤게', '에', '글', '올', '리지', '말고', 'ㅋㅋㅋ']",1
"['저', '응디', '는', '운동', '안해', '도', '가능하다', '시발', '보정', '레깅스', '치다', '입', '엇', '늘다', '저', '는', '다', '나오다']",1
"['결국', '남자', '를', '죽다', '하다', '뇨쟈', '요즘', '순결', '지키다', '하다', '남자', '테', '올인', '하다', '잇다', '지원', '나잇', '하다', '세상', '에', '니', '은', '남편', '랑', '하다', '아다라', '시', '엿', 'ㅋㅋ']",1
"['기레기', '기다', '돌', '맞다', '누가', '가만히', '있다', '쓰레기', '어그', '로', '꾼', '유트브', '정지', '당하다', '악', '이다']",1
"['재밌다', 'ㅜㅜ']",0
"['좌빨', '영화', '나다', '개돼지', '선동', '시키다', '딱이다']",1
"['큐브', '그렇게', '사내연애', '많이', '하다']",0
"['연기', '도', '도', '자꾸', '죵답', '이네']",0
"['조인성', '연기', 'ㅈㄴ', '못', '하다', 'ㅇㅈ']",1
"['노령', '연금', '무상', '진료', '혜택', '보다', '개돼지', '세금', '내다', '보다', '훨씬', '많다', '글쌔', '다']",1
"['그렇게', '오지랖', '을', '떨다', '잘살다', '보다']",0
"['두다', '싸다', '없다', '두다', '똑같이', '보임', '바람', '핀놈', '이나', '혼자', '당하다', '억울하다', '세상', '에', '고자', '지르다', '이나', '두다', '똑바로', '사다']",1
"['진짜', '분위기', '이쁘다', '얼굴', '도', '이쁘다']",0
"['뇌물', '먹다', '자살', '고', '노무현', '대통령', '분명하다', '봉하마을', '부엉이', '바위', '에서', '지켜보다', '있다', '이다']",1
"['왜', '이리', '부들부들', '거리', '는', '거', '냐', 'ㅋ', 'ㅋ', 'ㅋ']",1
"['애쌔끼', '몽타', '쥐다', '깝쭞깝쭉', '주둥이', '질', '하고', '자빠지다', '야', '놈', '아야', '이쁘다', '부선', '망사빤스', '사주다', '뻰질', '이하고', '물꽊꽊이놈', '끌다']",1
"['차두리', '라고', '하다', '되다', '세', '찌', '는', '머', '야']",0
"['음주운전', '시', '베리', '도', '새끼', '아이', '엄마', '는', '아이', '을', '왜', '밖에', '기다리다', '하다', '이해', '간다']",1
"['축하', '드리다', '행복하다', '사시', '고', '대장암', '얼른', '완치', '하다']",0
"['뭔', '핀란드', '야', 'ㅆ', 'ㅂ']",1
"['탄핵', '을', '위', '촛불', '을', '듭시', '다']",0
"['장위안', '한테', '카메라', '들이다', '대고', '물어보다', '재밌다', '만약', '에', '중국', '욕', '하다', '장위안', '도', '인체', '신비', '에서', '언제나', '볼', '있다', 'ㅎㅎ']",1
"['대', '깨문', '은', '국산', '차지', 'ㅋ']",1
"['스포츠', '머리', '난이도', '존내', '높다', '옆', '머리', '뜨다', '은', '다운', '펌', '하다', '맞다', '셀프', '컷', '하다', '뒷', '머리', '좃같다']",1
"['오늘', '도', '김치', '녀', '출동']",1
"['오다', '씨', '타다', '나다']",0
"['하다', '이쁘다']",0
"['섹스', '는', '더불다', '강간', '당', '한테', '배우다', '분야', '최고', '권위자', '집단', '이다', 'ㅋ']",1
"['이휘재', '드디어', '나가다', '이휘재', '꼴', '보기', '싫다', '보다', '보다']",1
"['박나래', '유재석', '강호동', '과', '3', '대다', '엠씨', '에', '연예', '대상', '성훈', '하고', '썸', '밥', '블레스', '유', '메인', '꿰차', '고', '완전', '올해', '대박', '이네', '요']",0
"['학교', '다니다', '싹수', '면', '치다', '맞다', '개선', '되다', '하다', '개조', '옻', '같다', '학생인권', '땜시', '세상', '개판', '되다', '있다', '자유', '남', '인권', '침해', '하다', '되다', '창작', '의', '자유', '방종', '이냐', '치다', '맞다', '들다', '투성이', '다']",1
"['니', '돈', '으로', '갚다', '대한민국', '세금', '남아도', '냐', '미치다', '포퓰리즘', '나라', '아', '치다', '먹다', '설마', '저', '에', '으', '표', '주다', '놈', '없다']",1
"['나무', '주방', '나중', '에', '곰팡이', '어쩔']",0
"['고', '김주혁', '님', '돌아가다', '김주혁', '님', '기사', '로', '인터넷', '도배', '되다', '난리치다', '엑소', '의', '개집', '들이다', '아마', 'ㅋㅋ']",1
"['죄', '없다', '공익', '제보자', '테러', '하다', '집회', '아니다', '폭동', '일어나다', '알다', '군필', '문', '베충', '아', '저', '게', '군대', '에서', '가능', '한일', '이냐', '감히', '상상', '조차', '하다', '없다', '인데']",1
"['오다', '진짜', '하메스', '는', '경기', '지배', '하다', '지리다', '롱', '패스', '다', '쭉쭉', '나가다', '이번', '에버튼', '볼', '만하', '다']",0
"['드디어', '오피', '셜', 'ㅊㅊ', '근데', '이미지', '왜', '생강', '형', '느낌', '나다']",0
"['홍진영', '귀', '에서', '뭐', '이어폰', '같다', '빼다', '제', '작', '진', '뒤', '에서', '조종', '하다', '아니다', '짜다', '치다', '고스', '돕다']",0
"['ㅈㄴ', '작위', '인', '느낌']",0
"['도득놈', '부동산', '중계', '업자']",0
"['강동', '주도', '나오다', '하다', '아니다']",0
"['하다', '없다', 'ㅋㅋ', '아이큐', '자릿수', '예상', '다']",1
"['둘', '사귀다', 'ㅠㅠ', '어울리다', '너무', '부럽다']",0
"['기레기', '넘다', '나서다', '쓰레기', '배추량', '을', '보다', '조금', '이라도', '줄이다', '하다', '기자', '은', '이렇게', '써다', '완전', '소비자', '마켓팅', '하다', '기업', '다', '망하다', '써다', 'ㅎㅎ']",1
"['좆', '같다', '김치', '한테', '선택', '받다', '메리트', '있다', '선택', '하다', '거부', '다']",1
"['하여간', '흉기', '언플', '존나', '함', '이제', '먹히다', '자', '국민', '호구', '도', '아니다']",1
"['누군지', '밝히다', 'ㅋ', '걘', '연예계', '에서', '영', '구', '퇴', '출가자', '정', '유라', '랑', '다르다', '바', '없다', 'ㅋ']",1
"['전생', '에', '나라', '를', '부르다', '지다', '쳇']",0
"['원작', '워낙', '기괴하다', '그렇다', '원작', '을', '이기', '고', '비비다', '아니다', '더빙', '도', '많이', '과장', '되다', '톤', '으로', '어색하다', '느끼다', '그냥', '적당', '적당하다', '괜찮다']",0
"['니미', '씹다', '차단', '하다']",1
"['ㅇㅇ', '동탄', '아', '지다', '2', '이랑', '만나다', '보다', '뇌', '없다', '대신', '이쁘다']",1
"['재앙', '오다', '차다', '미묘', '시기하다']",1
"['여러분', '현재', '한국', '적화통일', '당하다', '일촉즉발', '이다', '은', '하나님', '을', '잊다', '한국', '에', '임', '하다', '하나님', '의', '벌이다', '이제', '모두', '깨어나다', '회개', '하고', '예수님', '믿다', '웃다', '예수님', '만나다', '천국', '에서', '만나다']",0
"['쓰다', '벌', '새끼', '아', '보다', '보다', '왜', '작가', '에게', '상처', '를']",1
"['에스더', '정말', '마음', '따다', '듯', '하고', '크다', '같다']",0
"['죽다', '세월호', '구원파', '교주', '유병언', '좋다', '사위', '딸', '로', '환생하다']",1
"['기사', '를', '보다', '뭔', '인지', '모르다', '게다가', '저', '당시', '세균전', '이라니', '판타지', '라도', '이건', '농담', '이지']",0
"['김원희', '는', '왜', '애', '를', '않다', '불임', '인가']",1
"['명예훼손', '으로', '고소하다', '답', '나오다']",0
"['방금', '유동근', '아', '재', '회장', '한테', '엄포', '놓다', '포스', 'ㅎㄷㄷ', '간만', '에', '정도전', '포스', '나오다', '진작', '이렇게', '만들다', '이상하다', '캐릭터', '를', '만들다', '놓다']",0
"['ㅋㅋ', '매', '갈다', '페미', '연하남', '은', '커녕', '성질', '에', '평생', '누구', '사귀다', '없다', '보이다', 'ㅋㅋ']",1
"['이건우', '저', '저', '아직도', '때리다', '있다', '다음', '까지', '때리다', '기세', '여']",0
"['왜', '만', '항상', '독박', '육아', '를', '하다', '모르다']",0
"['뿌옇다', '컨셉', '지다', '거슬리다', '암튼', '연기', '하다', '공효진', '씨', '와도', '베', '프맴버', '로', '알다', '촬영장', '분위기', '좋다']",0
"['휴가', '밉다', '복귀', '연장', '은', '아빠', '말고', '꼭', '엄마', '전화', '걸다', '해', '요', '치과', '정신과', '다', '되다']",0
"['점점', '이쁘다', 'ㄷㄷ', '와우']",0
"['친선대사', '도', '중졸', '에게는', '시키다']",1
"['닥치다', '틀딱련', '아']",1
"['갈수록', '호감', 'ㅋ']",0
"['곳', '전설', '의', '시작', '이고', '이근', '의', '인기', '원인', '지점']",0
"['우아', '지오', '누나', '를', '비방', '하다', 'ㅋㅋ', '젠', '생시', '람', '잡다', '보수', '집권', '멸망', '아베', '대변인', '주적', '은', '북한', '이지만', '니넨', '쪽바리', '제일', '나쁘다', '심해', '라']",1
"['황제', '주인', '공임']",0
"['씨', '일단', '좋다', '밭', '도', '좋다', '다']",1
"['역시', '더듬다', '남', '불새', '끼들', '실망', '시키다', '않다', 'ㅋㅋ']",1
"['최진혁', '연기', '보다', 'ㄷㄷ']",0
"['윤서', '니야', '시시', '때때로', '열폭', '하다', '애', '라', '그렇다', '여기', '서', '정우성', '깔다', '애', '은', '왜', '그렇다', '유엔', '난민', '홍보', '대사', '라서', '에', '홍보', '거', '갖다', '윤서인', '얘', '도', '웃기다', '그러면', '지도', '평소', '에', '입', '바르다', '라도', '하든']",1
['종자'],1
"['빠', '가야로', '안전하다', '너희', '이쁘다', '치다', '들다']",1
"['가세', '연', '에서', '퍼온거', '보솤', 'ㅋㅋ', '가세', '연', '똥', '은', '알다', '연도', '아줌마', '부대', '점령', '하다', '김세의', '주예지', '팬', '라니까', '아줌마', '부들부들']",1
"['일이', '네이버', '1등', '하다', '있다', 'ㅜㅜ']",0
"['제목', '읽다', '힘드다', '네', '일단', 'ㅁㅈㅎ', '줌']",1
"['온니유', '라고', '하다', '다른사람', '과', '행복하다', '자다', '사다']",0
"['절대', '아무', '도', '사주지', '자']",0
"['에', '휴', '결국', '손', '주도', '못', '보다', '가시다', '명복', '을', '비다']",0
"['아니다', '얼굴', '하얗다', '화장', '하다', '찍다', '마르다', '멀다', '코스프레', '하다', '인종', '차별', '이야', '아니다', '장의사', '본인', '도', '인종', '코스프레', '하다', '추천', '하다', '마당', '에', '왜', '제', '3', '자가', '난리', '야']",0
"['그건', '기술자', '아니다', '기사', '다', '병신', '아', '제발', 'ㅋㅋ']",1
"['얘', '는', '건성', '으로', '사과', '하고', '방송', '항상', '식', 'ㅋㅋ', '진심', '이라곤', '눈꼽만치', '도', '안보', '이고']",0
"['다솜', '도', '인기', '많다', '질투', '글', '배댓', '인거', '보다', '도대체', '어디가', '설정', '같다', '는', '연예인', '보다', '꾸밈', '없이', '혼자', '라이프', '보여주다', '같다', '보기', '좋다', '만']",0
"['박한별', '수고', '하다', '책임감', '있다', '잔잔하다', '슬픔', '표현', '도', '하다', '연기력', '어쩌', '고']",0
"['김주혁', '님', '죽다', '얼마나', '되다', '이건', '쫌', '아니다', '같다']",0
"['디마리아', '는', '메시아', '아니다', '그냥', '디마리아', '라고', '불다']",0
"['아니다', '바랬는데', '식', '으로', '친하다', '않다', '바랬는데', '둘', '다', '어리다', '가수', '되다', '위해', '열심히', '하다', '인데', '왜', '은', '이렇게', '되다', '거야']",0
"['힘내다', '응원', '하다']",0
"['빌리다', '좆', '엘']",1
"['ㅋㅋㅋ', '난', '그냥', '벤츠', '탈런다', '돈', '있다', '뭐', '하다', '현', '대타', '냐', '걍', '다', '하다', '야', '요즘', '사설', '도', '많다', '리비도', '별로', '비싸다', '고장', '도', '적다']",0
"['대마', '는', '절대로', '하다']",0
"['각', '집단', '마다', '저런', '쓰레기', '존나', '많다']",1
"['누가', '악플', '을', '달다', '80년', '대', '최악', '의', '세대', '라', '불리다', '이지']",1
"['ㅇㄴㅇ', '맴버중', '은', '친하다', '법', 'ㅇㅅㅇ', '라', '던지다', '무슨', '일이', '있다']",0
"['빨갱이', '새', '끼', '들다']",1
"['법', '부터가', '롤', '이네', '법안', '똑바로', '만들다', '국', '의원']",1
"['존나', '무섭다']",1
"['너무', '잘생기다', '진짜루김인딕', '체고', '양']",0
"['갓', '지민', '의', '최애', '여배우', '이다', '꼭', '나오다']",0
"['기사', '에는', '설현', '닮다', 'ㅋㅋㅋ']",0
"['쵸', '비다', '어머님', '도', '롤', '하다', '보다']",0
"['리뷰', '이천', '이상', '달리다', '동안', '48', '유지', '해봤다', '저런', '새끼', '은', '히스토리', '들어가다', '보다', '어떻다', '가게', '든지', '다', '불만', '투성이', '이다', '버리다', '병신', '같다', '새끼', 'ㅋㅋㅋ', '병신', '보존', '의', '법칙', '이라', '하다', '물론', '대응', '은', '자다', '하다']",1
"['백상', '까지', '조작', '문재인', '들어서다', '방송', '문화', '경', '제등', '비리', '와', '부패', '심각하다', '망하다', '조작', '사기', '댜', '비리', '와', '조작', '으로', '인기', '구걸', '하다', '조사', '없다', '문재인', '끌어내리다']",1
"['부동산', '하락', '을', '조장', '하다', '유투', '버들', '은', '그냥', '놔두다', '형평성', '문제', '다']",0
"['개돼지', '집단', '한민족', '의', '실상', '사촌', '땅', '사면', '배', '아프다', '민족', '이라', '에선', '웃다', '뒤', '에서', '호박', '씨', '깔다', '상임', '소름', '돋다', '한민족', '무섭다']",1
